country_standard,year,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,cum_eoy_total_cases,cum_eoy_total_deaths,cum_eoy_total_cases_per_million,cum_eoy_total_deaths_per_million,cum_eoy_total_tests,cum_eoy_total_tests_per_thousand,cum_eoy_total_vaccinations,cum_eoy_people_vaccinated,cum_eoy_people_fully_vaccinated,cum_eoy_total_vaccinations_per_hundred,cum_eoy_people_vaccinated_per_hundred,cum_eoy_people_fully_vaccinated_per_hundred,annual_total_cases,annual_total_deaths,annual_total_cases_per_million,annual_total_deaths_per_million,annual_total_tests,annual_total_tests_per_thousand,annual_total_vaccinations,annual_people_vaccinated,annual_people_fully_vaccinated,annual_total_vaccinations_per_hundred,annual_people_vaccinated_per_hundred,annual_people_fully_vaccinated_per_hundred,cum_total_cases,cum_total_deaths,cum_total_cases_per_million,cum_total_deaths_per_million,cum_total_tests,cum_total_tests_per_thousand,cum_total_vaccinations,cum_people_vaccinated,cum_people_fully_vaccinated,cum_total_vaccinations_per_hundred,cum_people_vaccinated_per_hundred,cum_people_fully_vaccinated_per_hundred,eiu_overall_score,eiu_electoral,eiu_gov_func,eiu_pol_part,eiu_pol_culture,eiu_civil_liberties,eiu_score_change,eiu_regime_type,cpi_score,ogp_participation_fisc_open,ogp_transparency_fisc_open,ogp_participating,ogp_trans_text,ogp_part_text,code,wgi_voice_and_accountability,wgi_control_of_corruption,wgi_govt_effective,vdem_v2x_libdem,vdem_v2x_partipdem,vdem_v2x_cspart,country_id,vdem_transparent_laws,vdem_accountability_index,vdem_vertical_account,vdem_diagonal_account,vdem_horizontal_account,vdem_corruption_index,vdem_exec_corruption,vdem_public_sector_corruption,iso_code,pandem,panback,fh_global_freedom_score,percap_domestic_health_expenditure,percap_domestic_health_expenditure_ppp,gdp,gdp_percap,gdp_percap_ppp,gini,wvs_trust_parliament,wvs_trust_gov,wvs_trust_court,wvs_trust_elect,wvs_corruption,afr_int_citizens_can_access_the_results_,afr_int_citizens_have_a_right_to_request,afr_int_citizen_requests_for_public_info,afr_int_citizens_can_access_legislative_,afr_int_senior_officials_of_the_three_br,afr_int_political_parties_are_required_t,afr_int_corruption_is_criminalized_as_a_,afr_int_the_body_bodies_that_investigate,afr_int_civil_servants_who_report_cases_,afr_int_there_is_an_independent_body_bod,afr_int_iso_code,post_covid
New Zealand,2020,1530.525974025974,7.01948051948052,7.0896039603960395,21.514388489208635,0.08992805755395683,0.08253465346534654,317.38947402597404,1.4555909090909092,1.4701287128712872,4.461284172661871,0.018633093525179854,0.017125412541254124,0.8579577464788732,NA,NA,NA,NA,NA,NA,NA,NA,4634.651079136691,573363.3127147766,118.8999793814433,0.9611187050359712,4670.95652173913,0.9686220735785953,0.002729096989966555,2377.558362989324,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.12314935064935,4822233,18.206,37.9,15.322,9.72,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931,2162,25,448.34,5.184,1405854,291.536,NA,NA,NA,NA,NA,NA,2162,25,448.34,5.184,1405854,291.536,NA,NA,NA,NA,NA,NA,2416,26,501.013,5.392,1783178,369.783,18000,18000,NA,0.37,0.37,NA,92.5,100,89.3,88.9,87.5,97.10000000000001,-0.1,Full democracy,88,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,2.411764705882353,2.5514780835881754,2.8883349950149553,2.8201219512195124,5.480412371134021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Nicaragua,2020,3290.184027777778,20.993055555555557,21.248957597173145,100.90357142857142,0.5892857142857143,0.58113074204947,496.6649791666667,3.1689756944444443,3.2076042402826856,15.23177857142857,0.088975,0.08787632508833922,0.2811061946902655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.13829861111111,6624554,51.667,27.3,5.445,3.519,3.2,137.016,11.47,NA,NA,NA,0.9,74.48,0.66,6046,165,912.665,24.907,NA,NA,NA,NA,NA,NA,NA,NA,6046,165,912.665,24.907,NA,NA,NA,NA,NA,NA,NA,NA,6537,175,986.783,26.417,NA,NA,NA,NA,NA,NA,NA,NA,36,4.2,28.599999999999998,50,56.3,41.2,0.5,Authoritarian,22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.0655632,0,NA,NA,NA,NA,NA,NA,1.8141666666666667,2.0641666666666665,1.9775,1.9925,3.1276778063410453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Niger,2020,1154.5052264808362,11.578397212543553,11.17527659574468,61.36879432624114,0.36879432624113473,0.34857801418439716,47.693717770034844,0.47830662020905923,0.46168439716312054,2.5350248226950356,0.01521985815602837,0.014407801418439716,0.9388235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.97411149825784,24206636,16.955,15.1,2.553,1.378,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,3323,104,137.276,4.296,NA,NA,NA,NA,NA,NA,NA,NA,3323,104,137.276,4.296,NA,NA,NA,NA,NA,NA,NA,NA,4848,179,200.276,7.395,NA,NA,NA,NA,NA,NA,NA,NA,32.9,29.2,11.399999999999999,33.3,43.8,47.1,0,Authoritarian,32,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.225664,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,0,25,NA,NA,NA,50,NA,NA,NER,TRUE
Nigeria,2020,36467.892857142855,284.43831168831167,280.66284488448844,748.8732394366198,4.538732394366197,4.170221122112212,176.90874675324676,1.3798116883116882,1.3615346534653465,3.632830985915493,0.022059859154929577,0.02024092409240924,1.1193862815884477,NA,NA,NA,NA,NA,NA,NA,NA,3548.9791666666665,365301.675257732,1.772139175257732,0.017180555555555557,3552.2758620689656,0.017260536398467433,0.11020306513409962,15.024521072796935,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.17727272727273,206139587,209.588,18.1,2.751,1.447,NA,181.013,2.42,0.6,10.8,41.949,NA,54.69,0.539,87607,1289,424.989,6.253,948048,4.599,NA,NA,NA,NA,NA,NA,87607,1289,424.989,6.253,948048,4.599,NA,NA,NA,NA,NA,NA,159646,1993,774.456,9.668,1601396,7.769,NA,NA,NA,NA,NA,NA,41,51.7,35.699999999999996,38.9,37.5,41.2,-0.2,Hybrid regime,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.2688948,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,25,50,NA,NA,NA,50,NA,NA,NGA,TRUE
North Macedonia,2020,18777.829032258065,268.8032258064516,268.9765803278689,681.2385964912281,8.782456140350877,8.052973770491803,9013.156029032258,129.02270967741936,129.1058655737705,326.9871789473684,4.215578947368421,3.865318032786885,1.0989084507042253,NA,NA,NA,NA,NA,NA,NA,NA,1445.5688405797102,148056.58483754512,71.06554873646209,0.6939021739130434,1453.9518518518519,0.6978740740740741,0.1592148148148148,9.113703703703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2083380,82.6,39.1,13.26,8.16,5,322.688,10.08,NA,NA,NA,4.28,75.8,0.774,83329,2503,39997.024,1201.413,402103,193.005,NA,NA,NA,NA,NA,NA,83329,2503,39997.024,1201.413,402103,193.005,NA,NA,NA,NA,NA,NA,109262,3244,52444.585,1557.085,540384,259.379,NA,NA,NA,NA,NA,NA,58.9,74.2,57.1,61.1,31.299999999999997,70.6,-39.2,Hybrid regime,35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.2126592,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Norway,2020,14288.316129032259,159.89354838709679,156.61967540983608,247.4778156996587,1.4880546075085324,1.4038590163934426,2635.6167322580645,29.493893548387096,28.890022950819674,45.649610921501704,0.27439590443686007,0.2589147540983607,1.1161,NA,NA,78.6923076923077,14.515542307692307,9.067555555555556,1.6725333333333334,47.492399999999996,8.760444444444444,9042.371794871795,874093.7596153846,161.2349423076923,1.667974358974359,9096.144262295082,1.677872131147541,0.019278688524590165,140.43672131147542,1311.6,1311.6,NA,541.5,669.5,0.024,0.024,NA,123.5,47.939520766773164,5421242,14.462,39.7,16.821,10.813,0.2,114.316,5.31,19.6,20.7,NA,3.6,82.4,0.957,49567,436,9143.108,80.424,2821220,520.401,2171,2171,NA,0.04,0.04,NA,49567,436,9143.108,80.424,2821220,520.401,2171,2171,NA,0.04,0.04,NA,77169,632,14234.561,116.578,3998612,737.582,622708,408594,214114,11.49,7.54,3.95,98.10000000000001,100,96.4,100,100,94.1,-0.6,Full democracy,84,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.0385,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Oman,2020,61070.41346153846,413.0352564102564,418.71475895765474,631.9420289855072,5.431159420289855,4.869697068403909,11959.062862179488,80.88229807692308,81.99445276872964,123.74953623188406,1.0635471014492754,0.9535798045602606,1.1012142857142857,NA,NA,NA,NA,NA,NA,NA,NA,3459.310344827586,NA,NA,0.677448275862069,3593.921568627451,0.703843137254902,0.3306470588235294,3.033333333333333,4159.75,4159.75,NA,1599.6666666666667,1636.3333333333333,0.0825,0.0825,NA,320.3333333333333,71.09653846153846,5106622,14.98,30.7,2.355,1.53,NA,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,128867,1499,25235.273,293.54,NA,NA,6516,6516,NA,0.13,0.13,NA,128867,1499,25235.273,293.54,NA,NA,6516,6516,NA,0.13,0.13,NA,145257,1600,28444.831,313.319,NA,NA,98168,79149,19019,1.92,1.55,0.37,30,0.8,39.300000000000004,27.799999999999997,43.8,38.199999999999996,-0.6,Authoritarian,54,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.1715714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Pakistan,2020,214569.51768488745,1550.411575562701,1553.8421895424838,4776.069204152249,35.21107266435986,32.65127777777778,971.3760514469453,7.018868167202572,7.034401960784313,21.621726643598617,0.15942214532871973,0.14780065359477124,1.1385567010309279,NA,NA,NA,NA,NA,NA,NA,NA,22869.61324041812,2421794.0034246575,10.963681506849316,0.10350174216027874,22797.934256055363,0.10322145328719723,0.08458131487889273,21.998269896193772,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5472347266881,220892331,255.573,23.5,4.495,2.78,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,482178,10176,2182.864,46.068,6696068,30.314,NA,NA,NA,NA,NA,NA,482178,10176,2182.864,46.068,6696068,30.314,NA,NA,NA,NA,NA,NA,597497,13377,2704.924,60.559,9246827,41.861,72882,72882,NA,0.03,0.03,NA,43.099999999999994,56.7,53.6,33.3,25,47.1,0.6,Hybrid regime,31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.1331832,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Pakistan,2020,214569.51768488745,1550.411575562701,1553.8421895424838,4776.069204152249,35.21107266435986,32.65127777777778,971.3760514469453,7.018868167202572,7.034401960784313,21.621726643598617,0.15942214532871973,0.14780065359477124,1.1385567010309279,NA,NA,NA,NA,NA,NA,NA,NA,22869.61324041812,2421794.0034246575,10.963681506849316,0.10350174216027874,22797.934256055363,0.10322145328719723,0.08458131487889273,21.998269896193772,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5472347266881,220892331,255.573,23.5,4.495,2.78,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,482178,10176,2182.864,46.068,6696068,30.314,NA,NA,NA,NA,NA,NA,482178,10176,2182.864,46.068,6696068,30.314,NA,NA,NA,NA,NA,NA,597497,13377,2704.924,60.559,9246827,41.861,72882,72882,NA,0.03,0.03,NA,43.099999999999994,56.7,53.6,33.3,25,47.1,0.6,Hybrid regime,31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.1331832,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Palestinian Territories,2020,28984.1059602649,456.9668874172185,452.16067003367004,266.62277580071174,4.98220640569395,4.4752356902356905,5681.580523178808,89.57642715231788,88.6343063973064,52.264441281138794,0.9765658362989323,0.8772087542087542,1.1473646209386281,NA,NA,NA,NA,NA,NA,NA,NA,5154.209677419355,NA,NA,1.0103387096774195,5166.924528301887,1.0128396226415095,0.17804716981132077,6.6745283018867925,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.83155629139073,5101416,778.202,20.4,3.043,1.726,1,265.91,10.59,NA,NA,NA,NA,74.05,0.708,138004,1400,27052.097,274.434,NA,NA,NA,NA,NA,NA,NA,NA,138004,1400,27052.097,274.434,NA,NA,NA,NA,NA,NA,NA,NA,202378,2193,39670.946,429.881,NA,NA,NA,NA,NA,NA,NA,NA,38.3,33.3,1.4000000000000001,77.8,43.8,35.3,-0.6,Authoritarian,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Palestinian Territories,2020,28984.1059602649,456.9668874172185,452.16067003367004,266.62277580071174,4.98220640569395,4.4752356902356905,5681.580523178808,89.57642715231788,88.6343063973064,52.264441281138794,0.9765658362989323,0.8772087542087542,1.1473646209386281,NA,NA,NA,NA,NA,NA,NA,NA,5154.209677419355,NA,NA,1.0103387096774195,5166.924528301887,1.0128396226415095,0.17804716981132077,6.6745283018867925,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.83155629139073,5101416,778.202,20.4,3.043,1.726,1,265.91,10.59,NA,NA,NA,NA,74.05,0.708,138004,1400,27052.097,274.434,NA,NA,NA,NA,NA,NA,NA,NA,138004,1400,27052.097,274.434,NA,NA,NA,NA,NA,NA,NA,NA,202378,2193,39670.946,429.881,NA,NA,NA,NA,NA,NA,NA,NA,38.3,33.3,1.4000000000000001,77.8,43.8,35.3,-0.6,Authoritarian,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Panama,2020,76670.92929292929,830.942760942761,806.3483219178082,1523.8783783783783,13.587837837837839,13.313619863013699,17769.42107070707,192.58110774410775,186.88106849315068,353.1773716216216,3.1491554054054056,3.0855787671232875,1.1429616724738676,NA,NA,NA,NA,NA,NA,NA,NA,4412.596610169491,357360.81481481483,82.82272727272728,1.022671186440678,4335.900343642612,1.004890034364261,0.21009621993127148,5.660481099656358,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.02822147651007,4314768,55.133,29.7,7.918,5.03,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.815,246790,4022,57196.586,932.147,1302483,301.866,NA,NA,NA,NA,NA,NA,246790,4022,57196.586,932.147,1302483,301.866,NA,NA,NA,NA,NA,NA,346301,5957,80259.472,1380.607,1955516,453.215,214492,NA,NA,4.97,NA,NA,71.8,95.8,64.3,72.2,50,76.5,1.3,Flawed democracy,35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.2093312,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Papua New Guinea,2020,294.5156794425087,2.7177700348432055,2.7634432624113474,6.17948717948718,0.057692307692307696,0.031946808510638296,32.91766202090592,0.3037979094076655,0.3089148936170213,0.6904935897435898,0.006461538461538461,0.0035744680851063832,0.689205298013245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.74104529616724,8947027,18.22,22.6,3.808,2.142,NA,561.494,17.65,23.5,48.8,NA,NA,64.5,0.555,780,9,87.18,1.006,NA,NA,NA,NA,NA,NA,NA,NA,780,9,87.18,1.006,NA,NA,NA,NA,NA,NA,NA,NA,1741,16,194.59,1.788,NA,NA,NA,NA,NA,NA,NA,NA,61,69.2,60.7,33.3,62.5,79.4,0.7,Flawed democracy,27,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.233871,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Paraguay,2020,27391.759197324416,360.97658862876256,359.01797959183676,593.9055944055945,7.909090909090909,7.50343537414966,3840.398722408027,50.60991973244147,50.33528231292517,83.26718881118882,1.1088426573426573,1.0519659863945579,1.1504074074074073,NA,NA,NA,NA,NA,NA,NA,NA,1880.5,185422.91610738254,25.996812080536913,0.2636308724832215,1882.863481228669,0.2639965870307167,0.1389863481228669,20.932764505119454,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.29753333333333,7132530,17.144,26.5,6.378,3.833,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,107932,2262,15132.358,317.139,560389,78.568,NA,NA,NA,NA,NA,NA,107932,2262,15132.358,317.139,560389,78.568,NA,NA,NA,NA,NA,NA,174013,3387,24397.093,474.867,777614,109.024,2861,2861,NA,0.04,0.04,NA,61.8,87.5,57.1,50,43.8,70.6,-0.6,Flawed democracy,28,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2936052,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Peru,2020,480501.073089701,3372.548172757475,3406.006733108108,19672.881533101045,131.28919860627178,126.59556418918919,14573.07161461794,102.28569435215947,103.30042905405405,596.6569965156795,3.9818675958188154,3.8394695945945947,1.1781660899653978,NA,NA,NA,NA,NA,NA,NA,NA,6132.641196013289,606275.9667774086,18.387677740863786,0.18601993355481727,6103.414965986394,0.18512244897959185,0.19038305084745763,8.646779661016948,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.2436877076412,32971846,25.129,29.1,7.151,4.455,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74,0.777,1015137,37680,30787.994,1142.793,1845925,55.985,NA,NA,NA,NA,NA,NA,1015137,37680,30787.994,1142.793,1845925,55.985,NA,NA,NA,NA,NA,NA,1380023,48163,41854.587,1460.731,2848856,86.403,423934,346827,77107,1.29,1.05,0.23,65.3,87.5,53.6,55.599999999999994,56.3,73.5,-0.7,Flawed democracy,38,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.0732413333333333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Philippines,2020,158848.16913946587,1406.7181008902078,1417.9247138554217,3138.4700598802397,27.676646706586826,27.536996987951806,1449.5947270029674,12.837252225519288,12.9395,28.640592814371256,0.25258982035928146,0.25128313253012047,1.1262671232876713,NA,NA,NA,NA,NA,NA,NA,NA,23481.573529411766,2461391.512820513,22.46185714285714,0.21427941176470588,23713.725563909775,0.21642857142857141,0.06938345864661655,16.765413533834586,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.7752818991098,109581085,351.873,25.2,4.803,2.661,NA,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,474064,9244,4326.148,84.358,6407264,58.471,NA,NA,NA,NA,NA,NA,474064,9244,4326.148,84.358,6407264,58.471,NA,NA,NA,NA,NA,NA,603308,12545,5505.585,114.481,8542733,77.958,44000,44000,NA,0.04,0.04,NA,65.6,91.7,50,77.8,43.8,64.7,-0.8,Flawed democracy,34,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.3267264,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Poland,2020,230305.6501650165,4273.524752475248,4250.5982852349,4821.471186440678,96.79322033898305,92.20757046979865,6085.239326732673,112.9170198019802,112.31122147651007,127.3950813559322,2.55751186440678,2.4363322147651005,1.1691438356164383,NA,NA,6963.653846153846,183.99679230769232,NA,NA,515.3881162790698,13.617813953488373,27071.061224489797,2993179.016194332,79.0871012145749,0.7152897959183674,27106.780082987552,0.7161867219917012,0.13196265560165976,28.28091286307054,23050,23050,NA,15200,12216.666666666666,0.065,0.065,NA,323,56.6013201320132,37846605,124.027,41.8,16.763,10.202,NA,227.331,5.91,23.3,33.1,NA,6.62,78.73,0.88,1294878,28554,34213.848,754.467,6941502,183.411,47600,47600,NA,0.13,0.13,NA,1294878,28554,34213.848,754.467,6941502,183.411,47600,47600,NA,0.13,0.13,NA,1828313,45997,48308.507,1215.353,9941773,262.686,4086863,2641693,1445170,10.8,6.98,3.82,68.5,91.7,57.1,66.7,56.3,70.6,2.3,Flawed democracy,56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Portugal,2020,93538.55737704918,1356.3213114754099,1331.2943066666667,2121.9172413793103,23.813793103448276,22.293826666666668,9173.408347540984,133.01564918032787,130.56118666666666,208.0982620689655,2.335351724137931,2.18628,1.163924914675768,169.27302631578948,16.600736842105263,1082.4473684210527,106.15657236842105,NA,NA,242.72195833333333,23.8039375,18628.826229508195,1990245.977124183,195.18516666666667,1.8269475409836065,18629.52508361204,1.8269732441471571,0.05480267558528428,32.312709030100336,19275.4,19275.4,NA,6946.5,6491.5,0.19,0.19,NA,636.5,65.25570967741935,10196707,112.371,46.2,21.502,14.924,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,413678,6906,40569.764,677.277,5681817,557.221,32749,32749,NA,0.32,0.32,NA,413678,6906,40569.764,677.277,5681817,557.221,32749,32749,NA,0.32,0.32,NA,811948,16617,79628.453,1629.644,8345773,818.477,1055085,757663,297422,10.35,7.43,2.92,79,95.8,75,61.1,75,88.2,-1.3,Flawed democracy,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,2.188581314878893,2.1509274873524453,2.435414884516681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Qatar,2020,86372.64495114007,468.51465798045604,474.352880794702,148.07168458781362,0.8781362007168458,0.8094602649006623,29979.467599348533,162.6188338762215,164.64526490066226,51.39485663082437,0.3047168458781362,0.2809635761589404,1.048406779661017,NA,NA,NA,NA,NA,NA,NA,NA,4225.160839160839,550760.6941580756,191.16599312714777,1.4665314685314685,4238.065972222223,1.4710034722222223,0.12038541666666666,16.789236111111112,0,NA,NA,NA,1351,0,NA,NA,469,71.0958306188925,2881060,227.322,31.9,1.307,0.617,NA,176.69,16.52,0.8,26.9,NA,1.2,80.23,0.848,143834,245,49923.986,85.038,1241406,430.885,0,NA,NA,0,NA,NA,143834,245,49923.986,85.038,1241406,430.885,0,NA,NA,0,NA,NA,168361,264,58437.172,91.633,1578949,548.044,327000,100000,NA,11.35,3.47,NA,32.400000000000006,0,42.9,27.799999999999997,56.3,35.3,0.5,Authoritarian,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.1100456,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Romania,2020,134922.11290322582,2039.558064516129,2034.4871245901638,4379.975438596492,55.32280701754386,50.36392786885246,7013.428796774194,106.01889032258065,105.75530819672132,227.6768701754386,2.8758070175438597,2.6179704918032787,1.1462328767123289,536.4727272727273,27.886563636363636,NA,NA,NA,NA,12900.9272,670.6071142857143,15975.870967741936,1604299.8074074073,83.39361481481481,0.8304314516129032,16453.895833333332,0.8552847222222222,0.10228472222222222,18.018402777777776,4352.8,4352.8,NA,2331,1476.25,0.022,0.022,NA,76.5,58.44648387096775,19237682,85.129,43,17.85,11.69,5.7,370.946,9.74,22.9,37.1,NA,6.892,76.05,0.828,632263,15767,32865.862,819.589,4775921,248.259,10289,10289,NA,0.05,0.05,NA,632263,15767,32865.862,819.589,4775921,248.259,10289,10289,NA,0.05,0.05,NA,840116,21156,43670.334,1099.717,6179281,321.207,1918443,1253801,664642,9.97,6.52,3.45,64,91.7,53.6,66.7,37.5,70.6,-0.9,Flawed democracy,44,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.0327525333333333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
